2013.04.06,Hearts,RossCounty,4,2
2013.04.06,Kilmarnock,Dundee,1,2
2013.04.06,Motherwell,StMirren,2,2
2013.04.19,DundeeUnited,Motherwell,1,3
2013.04.20,Kilmarnock,Hearts,0,1
2013.04.20,StMirren,Dundee,1,2
2013.04.21,Celtic,InvernessC,4,1
2013.04.21,StJohnstone,RossCounty,2,2
2013.04.22,Hibernian,Aberdeen,0,0
2013.04.26,RossCounty,DundeeUnited,1,0
2013.04.27,Aberdeen,Kilmarnock,1,0
2013.04.27,Dundee,Hearts,1,0
2013.04.27,Hibernian,StMirren,3,3
2013.04.27,StJohnstone,InvernessC,1,0
2013.04.28,Motherwell,Celtic,3,1
2013.05.04,DundeeUnited,StJohnstone,0,1
2013.05.04,Hearts,StMirren,3,0
2013.05.04,InvernessC,Motherwell,4,3
2013.05.05,Dundee,Aberdeen,1,1
2013.05.05,RossCounty,Celtic,1,1
2013.05.11,Celtic,StJohnstone,NULL,NULL
2013.05.11,Dundee,Kilmarnock,NULL,NULL
2013.05.11,InvernessC,DundeeUnited,NULL,NULL
2013.05.11,StMirren,Aberdeen,NULL,NULL
2013.05.12,Hearts,Hibernian,NULL,NULL
2013.05.12,Motherwell,RossCounty,NULL,NULL
